"시도별","종류별","항목","단위","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"계","논","과수","","30","89","117","113","111","290","156","244","263","61","25","52","110","491","113","212","174.3497","66.9554","41.0304","105.0327",
"계","논","배","","2","10","0","14","0","","","","","","","","","","","","","","","",
"계","논","감귤","","0","0","7","8","8","0","0","0","0","0","0","0","0","5","0","5","2.2038","20.8132","0","0",
"계","논","성과수(감귤)","","0","0","0","0","8","0","0","0","0","0","0","0","0","","0","5","2.2038","18.1789","0","0",
"계","논","포도","","22","79","88","74","73","196","92","185","203","29","10","29","25","277","28","120","70.2784","14.4528","17.9546","57.9023",
"계","논","성과수(포도)","","3","27","24","4","21","70","24","65","55","14","6","2","1","193","0","65","31.5471","0","0","0",
"계","논","기타과수","","6","0","22","17","30","94","64","59","60","32","15","23","85","209","85","87","101.8675","31.6894","23.0758","47.1304",
"계","논","화훼","","1299","1065","1132","1436","1194","1328","1236","1070","1375","818","658","408","238","1088","255","141","170.4122","168.0032","93.3839","46.5816",
"계","논","기타","","2255","1536","2332","2551","2646","3050","2939","2896","2922","1629","1020","1156","1134","2384","874","817","513.3462","589.4683","434.367","541.2145",
"계","논","파인애플","","","","","","","","","","","","","","","","","","","","","",
"계","논","바나나","","","","","","","","","","","","","","","","","","","","","",
"계","논","대파","","","","","","","323","285","218","100","166","359","143","251","607","179","157","156.9609","187.0223","216.2619","55.3109",
"계","논","쪽파","","","","","","","252","169","126","81","47","140","100","73","286","53","46","5.5557","8.8069","10.7089","7.2547",
"계","밭","시설재배합계","","48899","47724","49264","51843","49979","46293","47545","46322","50726","56511","64368","63855","61486","50210","66919","67407","67531.9289","69566.635","70187.0607","69972.168",
"계","밭","감자","","188","308","180","510","601","223","299","257","372","877","678","525","597","356","385","792","735.0958","990.3128","1333.5184","1012.271",
"계","밭","엽채류","","10623","9364","10189","9650","7804","7098","6636","6852","7472","7493","9222","7610","6846","4361","6528","6059","6620.0816","6212.2757","6282.036","6842.5266",
"계","밭","배추","","3451","2585","3287","3134","2122","2326","2078","1893","2164","2820","3887","2603","2394","1702","1662","1769","2278.2649","1658.3912","1473.0119","1940.3809",
"계","밭","봄배추","","","","","","","","","","","","","","624","459","183","481","704.6474","448.8412","366.2717","473.0943",
"계","밭","기타배추","","","","","","","","","","","","","","1770","1243","1479","1288","1573.6175","1209.55","1106.7402","1467.2866",
"계","밭","시금치","","2562","2496","2533","2503","2421","1908","1805","2275","2411","1825","2357","2309","2115","1289","2452","2113","2030.664","2185.2845","2447.1367","2293.1739",
"계","밭","상추","","4610","4283","4369","4013","3261","2864","2753","2684","2897","2848","2978","2698","2337","1370","2414","2177","2311.1527","2368.6","2361.8874","2608.9718",
"계","밭","과채류","","13263","13223","12396","12811","14308","12095","13201","12862","13945","18076","19382","20819","19643","15473","22305","24461","23879.689","25325.4206","26090.0773","24169.8602",
"계","밭","수박","","4459","4443","3773","3687","4604","3961","4035","4059","4181","5130","5810","6023","5573","3796","6135","6937","5897.3125","6049.5822","6219.7161","6001.3314",
"계","밭","참외","","1135","960","897","791","840","1077","1128","1106","1000","901","1142","1085","955","858","854","3010","2807.1019","2704.6766","2696.8842","2603.4313",
"계","밭","오이","","3065","3186","2965","2589","2679","2375","2165","2509","2370","2609","2886","2845","2627","2381","2861","3421","3585.6763","3783.4956","3810.8374","3567.2365",
"계","밭","호박","","1813","1716","1603","1586","1540","1179","1233","984","1645","1790","1766","1890","1570","1527","2438","2295","2350.1466","2447.9142","2611.2519","2344.5891",
"계","밭","토마토","","1316","1459","1699","2611","3034","2371","3084","2567","2820","3505","3845","4388","4336","3502","5383","4684","4836.4478","5191.6422","4927.7493","4692.4416",
"계","밭","딸기","","1475","1459","1459","1547","1611","1132","1556","1637","1929","4141","3933","4588","4582","3409","4634","4114","4403.0039","5148.1098","5823.6384","4960.8303",
"계","밭","무","","4746","4318","4428","5066","3524","3621","3587","2743","3245","1008","1327","962","1080","966","942","823","764.0679","898.1245","576.2957","914.253",
"계","밭","봄무","","","","","","","","","","","","","172","153","101","99","108","170.2347","195.225","102.1558","176.1429",
"계","밭","총각무","","","","","","","","","","","","","310","266","318","337","228","107.4152","171.2206","125.559","265.685",
"계","밭","일반총각무","","","","","","","","","","","","","269","196","292","322","209","93.351","150.1042","90.0477","244.5001",
"계","밭","가을총각무","","","","","","","","","","","","","41","70","26","15","19","14.0642","21.1164","35.5113","21.1849",
"계","밭","기타무","","","","","","","","","","","","","480","661","547","506","487","486.418","531.6789","348.5809","472.4251",
"계","밭","풋고추","","2002","1664","1875","2326","2238","2160","2759","2596","2683","3161","3207","3621","3365","2542","3450","3559","3456.0479","4070.2307","3773.0947","3807.5876",
"계","밭","기타채소","","7487","7666","8012","8744","8709","8273","7667","7357","8372","10524","12459","13569","12248","10359","14305","14681","14854.2512","14285.9475","13805.3807","14189.0027",
"계","밭","과수","","3591","3783","4221","4604","4826","5180","5499","5783","5917","6164","6796","7219","7691","7982","8695","7599","7741.4255","8215.9147","8704.1995","9434.2074",
"계","밭","배","","74","60","36","62","72","","","","","","","","","","","","","","","",
"계","밭","감귤","","1736","1918","2115","2307","2351","2720","2854","3013","3043","3102","3390","3591","3801","4326","4573","4053","4311.6794","4741.5889","4926.5077","4951.4246",
"계","밭","성과수(감귤)","","1257","1324","1391","1728","1978","2471","2686","2820","2760","2834","2890","3024","3477","3864","4131","3602","3905.1721","4258.616","4469.0422","4598.8448",
"계","밭","포도","","1203","1359","1553","1707","1878","1646","1748","1824","2036","2213","2457","2562","2777","2533","2679","2120","1889.2553","1842.087","2063.121","2542.9691",
"계","밭","성과수(포도)","","1051","1196","1388","1512","1699","1500","1604","1593","1730","1776","1992","2245","2531","2360","2378","1959","1678.9805","1627.1106","1692.9033","1702.2875",
"계","밭","기타과수","","578","446","517","528","525","814","897","946","838","849","949","1066","1113","1123","1443","1426","1540.4908","1632.2388","1714.5708","1939.8137",
"계","밭","화훼","","3837","4046","4002","4083","3978","2815","3068","2733","2836","2913","2990","2724","2701","1870","2638","2202","2364.9571","2650.0351","2622.2155","2563.9218",
"계","밭","기타","","3162","3352","3961","4049","3991","3199","3291","3642","4299","4712","5936","5561","5684","5172","6114","5258","4432.9938","4306.5176","4528.3194","4868.8561",
"계","밭","파인애플","","","","","","","","","","","","","","","","","","","","","",
"계","밭","바나나","","","","","","","","","","","","","","","","","","","","","",
"계","밭","대파","","","","","","","1277","1195","1218","1273","1258","1885","757","1048","744","1075","1593","2093.0144","1870.9257","1751.7299","1461.4765",
"계","밭","쪽파","","","","","","","352","343","279","312","325","486","488","583","385","482","380","590.3047","740.9301","720.1936","708.2051",
"서울특별시","합계","시설재배합계","","1353","1289","1098","1152","1017","874","679","567","531","386","295","185","150","192","165","58","49.1207","61.3403","60.8108","62.8447",
"서울특별시","합계","감자","","0","0","0","0","0","0","1","0","0","1","17","0","0","1","0","0",".0678",".0322",".3762",".1813",
"서울특별시","합계","엽채류","","386","268","230","233","165","161","142","93","71","55","51","14","6","13","15","14","14.1533","7.308","12.9909","12.9759",
"서울특별시","합계","배추","","68","41","45","50","36","47","23","13","21","18","35","4","2","2","3","0",".1295",".7834",".1411",".581",
"서울특별시","합계","봄배추","","","","","","","","","","","","","","0","0","0","0","0","0","0","0",
"서울특별시","합계","기타배추","","","","","","","","","","","","","","2","2","3","0",".1295",".7834",".1411",".581",
"서울특별시","합계","시금치","","55","54","32","62","27","46","30","28","31","24","10","7","3","9","12","5",".3302","1.4721","6.7784","6.3051",
"서울특별시","합계","상추","","263","173","153","121","102","68","89","52","19","13","6","3","1","2","0","9","13.6936","5.0525","6.0714","6.0898",
"서울특별시","합계","과채류","","68","51","41","45","53","51","53","16","48","24","35","39","12","9","28","5","3.8478","5.9767","5.5357","6.5482",
"서울특별시","합계","수박","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".066",".0406","0",".008",
"서울특별시","합계","참외","","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","0",".1591",".0406","0",".0027",
"서울특별시","합계","오이","","20","29","25","21","16","24","26","9","27","8","25","19","2","5","17","0",".4773","1.3683","1.3238","2.7703",
"서울특별시","합계","호박","","46","16","12","19","31","25","27","6","21","15","6","16","7","3","5","1",".7561",".6033",".309",".1942",
"서울특별시","합계","토마토","","2","6","4","5","6","2","0","1","0","1","4","4","2","1","6","4","2.3893","3.9239","3.9029","3.573",
"서울특별시","합계","딸기","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","합계","무","","57","65","42","54","22","64","41","34","13","1","12","1","1","4","2","0",".5724",".5226",".6649","2.6468",
"서울특별시","합계","봄무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"서울특별시","합계","총각무","","","","","","","","","","","","","0","0","-","0","0",".0162",".1134",".115","1.4279",
"서울특별시","합계","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0",".115",".9935",
"서울특별시","합계","가을총각무","","","","","","","","","","","","","0","0","-","0","0",".0162",".1134","0",".4344",
"서울특별시","합계","기타무","","","","","","","","","","","","","1","1","4","2","0",".5562",".4092",".5499","1.2189",
"서울특별시","합계","풋고추","","4","4","3","2","3","2","4","26","5","4","2","11","14","40","0","0",".2103",".5937",".0337","0",
"서울특별시","합계","기타채소","","519","533","438","468","403","353","295","272","262","219","126","76","56","70","64","26","12.772","17.8801","14.2699","13.4804",
"서울특별시","합계","과수","","0","0","7","7","7","3","3","3","8","3","3","2","2","2","1","0","0",".1217","1.122","0",
"서울특별시","합계","배","","0","0","0","0","0","","","","","","","","","","","","","","","",
"서울특별시","합계","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","합계","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","합계","포도","","0","0","7","7","7","3","3","1","4","3","2","2","2","2","1","0","0","0","0","0",
"서울특별시","합계","성과수(포도)","","0","0","7","7","7","3","0","1","2","3","2","2","2","2","1","0","0","0","0","0",
"서울특별시","합계","기타과수","","0","0","0","0","0","0","0","2","4","0","1","0","0","","0","0","0",".1217","1.122","0",
"서울특별시","합계","화훼","","301","355","332","315","303","201","119","79","98","69","29","36","45","48","54","10","7.6438","20.2388","16.4967","17.4893",
"서울특별시","합계","기타","","18","13","5","28","61","19","15","17","10","10","19","6","7","5","1","0","1.7129","3.0067","3.289","3.9403",
"서울특별시","합계","파인애플","","","","","","","","","","","","","","","","","","","","","",
"서울특별시","합계","바나나","","","","","","","","","","","","","","","","","","","","","",
"서울특별시","합계","대파","","","","","","","20","5","27","15","0","1","0","7","","0","3","7.871","5.3445","5.6931","5.4776",
"서울특별시","합계","쪽파","","","","","","","0","1","0","1","0","0","0","0","","0","0",".2694",".3153",".3387",".1049",
"서울특별시","논","시설재배합계","","0","0","10","0","0","0","15","16","16","0","","2","10","","0","4",".0612",".0404","0","0",
"서울특별시","논","감자","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","엽채류","","0","0","1","0","0","0","0","0","0","0","0","0","0","","0","4","0","0","0","0",
"서울특별시","논","배추","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","봄배추","","","","","","","","","","","","","","0","0","0","0","0","0","0","0",
"서울특별시","논","기타배추","","","","","","","","","","","","","","0","0","0","0","0","0","0","0",
"서울특별시","논","시금치","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","4","0","0","0","0",
"서울특별시","논","상추","","0","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","과채류","","0","0","5","0","0","0","15","0","0","0","0","0","0","","0","0",".0321",".0082","0","0",
"서울특별시","논","수박","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","참외","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","오이","","0","0","5","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","호박","","0","0","0","0","0","0","15","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","토마토","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".0321",".0082","0","0",
"서울특별시","논","딸기","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","무","","0","0","3","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","봄무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"서울특별시","논","총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"서울특별시","논","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"서울특별시","논","가을총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"서울특별시","논","기타무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"서울특별시","논","풋고추","","0","0","0","0","0","0","0","0","0","0","0","2","9","","0","0","0","0","0","0",
"서울특별시","논","기타채소","","0","0","1","0","0","0","0","16","16","0","0","0","0","","0","0","0",".0281","0","0",
"서울특별시","논","과수","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","배","","0","0","0","0","0","","","","","","","","","","","","","","","",
"서울특별시","논","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","포도","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","성과수(포도)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","기타과수","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","화훼","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","기타","","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0",
"서울특별시","논","파인애플","","","","","","","","","","","","","","","","","","","","","",
"서울특별시","논","바나나","","","","","","","","","","","","","","","","","","","","","",
"서울특별시","논","대파","","","","","","","0","0","0","0","0","0","0","0","","0","0",".0291",".0041","0","0",
"서울특별시","논","쪽파","","","","","","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","밭","시설재배합계","","1353","1289","1088","1152","1017","874","664","551","515","386","295","183","140","192","165","54","49.0595","61.2999","60.8108","62.8447",
"서울특별시","밭","감자","","0","0","0","0","0","0","1","0","0","1","17","0","0","1","0","0",".0678",".0322",".3762",".1813",
"서울특별시","밭","엽채류","","386","268","229","233","165","161","142","93","71","55","51","14","6","13","15","10","14.1533","7.308","12.9909","12.9759",
"서울특별시","밭","배추","","68","41","45","50","36","47","23","13","21","18","35","4","2","2","3","0",".1295",".7834",".1411",".581",
"서울특별시","밭","봄배추","","","","","","","","","","","","","","0","0","0","0","0","0","0","0",
"서울특별시","밭","기타배추","","","","","","","","","","","","","","2","2","3","0",".1295",".7834",".1411",".581",
"서울특별시","밭","시금치","","55","54","32","62","27","46","30","28","31","24","10","7","3","9","12","1",".3302","1.4721","6.7784","6.3051",
"서울특별시","밭","상추","","263","173","152","121","102","68","89","52","19","13","6","3","1","2","0","9","13.6936","5.0525","6.0714","6.0898",
"서울특별시","밭","과채류","","68","51","36","45","53","51","38","16","48","24","35","39","12","9","28","5","3.8157","5.9685","5.5357","6.5482",
"서울특별시","밭","수박","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".066",".0406","0",".008",
"서울특별시","밭","참외","","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","0",".1591",".0406","0",".0027",
"서울특별시","밭","오이","","20","29","20","21","16","24","26","9","27","8","25","19","2","5","17","0",".4773","1.3683","1.3238","2.7703",
"서울특별시","밭","호박","","46","16","12","19","31","25","12","6","21","15","6","16","7","3","5","1",".7561",".6033",".309",".1942",
"서울특별시","밭","토마토","","2","6","4","5","6","2","0","1","0","1","4","4","2","1","6","4","2.3572","3.9157","3.9029","3.573",
"서울특별시","밭","딸기","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","밭","무","","57","65","39","54","22","64","41","34","13","1","12","1","1","4","2","0",".5724",".5226",".6649","2.6468",
"서울특별시","밭","봄무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"서울특별시","밭","총각무","","","","","","","","","","","","","0","0","-","0","0",".0162",".1134",".115","1.4279",
"서울특별시","밭","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0",".115",".9935",
"서울특별시","밭","가을총각무","","","","","","","","","","","","","0","0","-","0","0",".0162",".1134","0",".4344",
"서울특별시","밭","기타무","","","","","","","","","","","","","1","1","4","2","0",".5562",".4092",".5499","1.2189",
"서울특별시","밭","풋고추","","4","4","3","2","3","2","4","26","5","4","2","9","5","40","0","0",".2103",".5937",".0337","0",
"서울특별시","밭","기타채소","","519","533","437","468","403","353","295","256","246","219","126","76","56","70","64","26","12.772","17.852","14.2699","13.4804",
"서울특별시","밭","과수","","0","0","7","7","7","3","3","3","8","3","3","2","2","2","1","0","0",".1217","1.122","0",
"서울특별시","밭","배","","0","0","0","0","0","","","","","","","","","","","","","","","",
"서울특별시","밭","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","밭","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","밭","포도","","0","0","7","7","7","3","3","1","4","3","2","2","2","2","1","0","0","0","0","0",
"서울특별시","밭","성과수(포도)","","0","0","7","7","7","3","0","1","2","3","2","2","2","2","1","0","0","0","0","0",
"서울특별시","밭","기타과수","","0","0","0","0","0","0","0","2","4","0","1","0","0","","0","0","0",".1217","1.122","0",
"서울특별시","밭","화훼","","301","355","332","315","303","201","119","79","98","69","29","36","45","48","54","10","7.6438","20.2388","16.4967","17.4893",
"서울특별시","밭","기타","","18","13","5","28","61","19","15","17","10","10","19","6","6","5","1","0","1.7129","3.0067","3.289","3.9403",
"서울특별시","밭","파인애플","","","","","","","","","","","","","","","","","","","","","",
"서울특별시","밭","바나나","","","","","","","","","","","","","","","","","","","","","",
"서울특별시","밭","대파","","","","","","","20","5","27","15","0","1","0","7","","0","3","7.8419","5.3404","5.6931","5.4776",
"서울특별시","밭","쪽파","","","","","","","0","1","0","1","0","0","0","0","","0","0",".2694",".3153",".3387",".1049",
"부산광역시","합계","시설재배합계","","1992","1738","1721","2113","1848","1465","1447","1181","1212","1298","1241","1198","1257","1394","1446","990","766.065","881.6447","821.4974","791.2892",
"부산광역시","합계","감자","","8","7","6","18","23","11","50","0","0","0","0","0","16","","0","21","11.8528","10.9628","10.9697","51.8618",
"부산광역시","합계","엽채류","","230","306","267","396","269","232","212","176","258","319","216","209","242","327","484","184","83.5552","163.7576","141.4925","80.6555",
"부산광역시","합계","배추","","162","184","185","211","97","119","30","66","47","179","75","41","119","15","34","9","8.2262","2.076","1.7654",".1443",
